ticker,input_rank,rank_source,stage,stage_assignment_status,assignment_reason,official_files_per_ticker_min,official_files_per_ticker_max,target_max_tickers_for_stage,template_only,manual_review_required,no_financial_claim
BGE,473,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BGM,474,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BGW,475,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHA,476,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHC,477,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHG,478,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHH,479,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHI,480,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHK,481,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHN,482,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHP,483,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHS,484,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHT,485,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BHV,486,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BIC,487,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BID,488,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BIG,489,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BII,490,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BIO,491,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BKC,492,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BKG,493,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BKH,494,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BLF,495,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BLI,496,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BLN,497,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BLT,498,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BLU,499,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BLW,500,rank,stage_1_provisional_shortlist,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,500,False,False,True
BM9,501,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMC,502,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMD,503,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMF,504,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMG,505,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMI,506,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMJ,507,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMK,508,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMN,509,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMP,510,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMS,511,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BMV,512,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BNA,513,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BNW,514,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BOT,515,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BPC,516,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BPW,517,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BQB,518,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BQP,519,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BRC,520,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BRR,521,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BRS,522,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSA,523,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSC,524,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSD,525,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSG,526,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSH,527,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSI,528,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSL,529,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSP,530,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSQ,531,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BSR,532,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BST,533,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BT1,534,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BT6,535,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTB,536,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTC,537,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTD,538,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTG,539,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTH,540,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTN,541,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTP,542,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTR,543,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTS,544,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTT,545,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTU,546,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTV,547,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BTW,548,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BUD,549,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BVB,550,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BVG,551,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BVH,552,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
BVL,553,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
